subject,eye,trial,target_freq,el_freq,ah_freq,el_freq_gain,ah_freq_gain,target_amp,el_amp,ah_amp,el_amp_gain,ah_amp_gain
AE06,left,15,0.1,0.100251377,0.107182759,1.002513772,1.071827593,9,8.139521105,8.223103927,0.904391234,0.913678214
AE06,left,16,0.2,0.209350559,0.206160106,1.046752794,1.030800532,9,7.893394202,7.861460092,0.8770438,0.873495566
AE06,left,17,0.1,0.102560242,0.10808843,1.025602424,1.080884303,9,7.76994885,7.431708231,0.86332765,0.825745359
AE06,left,18,0.1,0.096691766,0.094193526,0.966917664,0.941935259,9,7.769598927,7.495989093,0.86328877,0.832887677
AE06,left,19,0.2,0.202942545,0.199057247,1.014712726,0.995286234,9,8.240057729,8.044106433,0.91556197,0.893789604
AE06,left,22,0.2,0.20205138,0.195915931,1.0102569,0.979579653,9,7.89800782,7.763674369,0.877556425,0.862630486
AE06,left,25,0.1,0.098148161,0.106383501,0.981481612,1.063835013,9,8.617440252,7.883944481,0.957493361,0.875993831
AE06,left,27,0.2,0.204030069,0.203636619,1.020150347,1.018183097,9,7.761893591,7.766829633,0.862432621,0.86298107
AE06,left,29,0.1,0.103164122,0.10081125,1.031641217,1.0081125,9,7.736068577,6.79581397,0.859563175,0.755090441
AE06,left,30,0.2,0.201481631,0.208895221,1.007408153,1.044476103,9,8.254214172,8.169394115,0.917134908,0.907710457
AE07,right,1,0.2,0.202495315,0.201506169,1.012476572,1.007530846,9,8.69609705,7.455078172,0.966233006,0.828342019
AE07,right,6,0.1,0.101602433,0.102669396,1.016024331,1.026693957,9,8.315179534,5.157617153,0.923908837,0.573068573
AE07,right,8,0.2,0.202740077,0.192199227,1.013700387,0.960996134,9,8.639596089,7.084526948,0.959955121,0.787169661
AE07,right,9,0.1,0.101323558,0.107864977,1.013235577,1.078649767,9,7.913089765,5.021177881,0.879232196,0.557908653
AE07,right,12,0.2,0.199640599,0.189897296,0.998202994,0.94948648,9,8.485897452,7.217615289,0.942877495,0.801957254
AE07,right,14,0.2,0.201089833,0.18587459,1.005449162,0.929372952,9,8.163413447,7.136965342,0.907045939,0.792996149
AE07,right,16,0.2,0.203166178,0.182302552,1.015830889,0.911512761,9,8.245302098,7.19423873,0.916144678,0.799359859
AE07,right,18,0.1,0.105939798,0.102239006,1.059397977,1.022390063,9,8.078332429,5.321065255,0.897592492,0.591229473
AE07,right,19,0.2,0.200751406,0.193789065,1.00375703,0.968945324,9,8.657493587,7.522404287,0.961943732,0.835822699
AE07,right,22,0.2,0.199127735,0.185389926,0.995638674,0.926949627,9,8.472153424,7.082849269,0.94135038,0.786983252
AE07,right,27,0.2,0.201128395,0.187507669,1.005641973,0.937538343,9,8.387119228,7.656134839,0.931902137,0.850681649
AE07,right,28,0.1,0.103181725,0.105266013,1.031817254,1.052660126,9,8.199442534,7.053043188,0.911049171,0.783671465
AE07,right,30,0.2,0.200631029,0.204468303,1.003155142,1.022341516,9,8.431704595,7.02684912,0.936856066,0.780761013
AE07,left,1,0.2,0.20113915,0.202704628,1.005695748,1.01352314,9,8.577312417,7.646784598,0.953034713,0.849642733
AE07,left,6,0.1,0.098610539,0.103446578,0.986105386,1.034465776,9,8.48433478,6.51703423,0.942703865,0.724114914
AE07,left,8,0.2,0.202449215,0.192341971,1.012246076,0.961709855,9,8.711571295,7.820254521,0.967952366,0.868917169
AE07,left,9,0.1,0.100409249,0.111707058,1.004092492,1.11707058,9,8.304767488,5.901128607,0.922751943,0.655680956
